PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajustes de amortiguación,Color,Homologación,Longitud (mm),Spring Rate,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1021451,60055,G0013ABA00,BITUBO,BITUB CARTRIDGE FORK,Cartuchos de horquilla Nitro Moto Guzzi Bitubo G0013ABA00,317.49,262.39,170.55,8033914057220,1,8714109090,0,1,"<p>The new Bitubo pressurized cartridge containing a sequence of innovative systems, such as: FPS (Full Pressure System), EC (Easy Changer) and LC (Light Components).These systems are the result of an extensive research and development by our R&D Department in collaboration with the best Teams taking part at the SBK World championship.</p> <p><strong>Bitubo cartridge kits bring you an high performance fork with original fork tubes.</strong></p> <ul> <li>Spring preload (range 12 mm in 6 turns)</li> <li>Compression adjustment (24 clicks)</li> <li>Rebound adjustment (24 clicks)</li></ul>","
The new Bitubo pressurized cartridge containing a sequence of innovative systems, such as: FPS (Full Pressure System), EC (Easy Changer) and LC (Light Components).These systems are the result of an extensive research and development by our R&D Department in collaboration with the best Teams taking part at the SBK World championship. 
Bitubo cartridge kits bring you an high performance fork with original fork tubes.  Spring preload (range 12 mm in 6 turns) Compression adjustment (24 clicks) Rebound adjustment (24 clicks)",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,193700,1342,795,423,576,,,,,,https://api.mybihr.com/medias/1021451-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODIyODR8aW1hZ2UvanBlZ3xhR015TDJobU5TODRPVFk1TVRjME16RTVNVE0wTHpFd01qRTBOVEV0TVY4NE1EQlhlRGd3TUVnfDc1NzZhMjE0MzU3ZWZlNzBkNmZhYzk0MzFiNTg4NTFhNDMyMTY1MDZhYzA5MTM5MzVmOTRmOGY0NDkyODA5ZGM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021483,60151,KFORK024WO,BITUBO,BITUB SHIMS,Kit mejora horquilla Racing Bitubo KFORK024WO,307.49,254.12,165.18,8033914129064,1,8714109090,0,1,We recommend using SAE 5W oil with these valves,We recommend using SAE 5W oil with these valves,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,310,450,167,90,,,,,,https://api.mybihr.com/medias/1021483-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5MzB8aW1hZ2UvanBlZ3xhREpoTDJneE5DODRPVFk1TVRnd01ESXdOelkyTHpFd01qRTBPRE10TVY4NE1EQlhlRGd3TUVnfDYwMmZmN2YxZjBhMjY4ZjBiOGI1YmRmM2U2YjQ0NDZlMTA4OWE5YjZkM2Y3ODU1OTc0NWRiZWU4Mjc4ZWJiNWI,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021504,7795627,GR0056,BITUBO,BITUB REPAIR KIT SHOCK ABSORBER FXF,Kit reparacion amortiguador Bitubo FXF,139.00,114.88,74.67,8033914120108,1,8714109090,0,1,<p>Los recambios Bitubo están diseñados para reacondicionar los elementos de suspensión de la marca.</p>,"
Los recambios Bitubo están diseñados para reacondicionar los elementos de suspensión de la marca.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,595,78,111,103,52,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021505,7795600,W150K08501,BITUBO,"BITUB SHOCK SPRING 8,5KG/MM RED","Muelle de recambio para amortiguador Bitubo XXF k=8,5",145.49,120.24,78.16,W150K08501,1,8714109090,0,1,LENGTH 150MM / Ø INT 58MM,LENGTH 150MM / Ø INT 58MM,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,899,98,193,97,48,,,,,,https://api.mybihr.com/medias/1021505-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEwNDN8aW1hZ2UvanBlZ3xhR1k1TDJnME1DODRPVFk1TVRnME1UUTVOVE0wTHpFd01qRTFNRFV0TVY4NE1EQlhlRGd3TUVnfDkzMDBiZjVlNDY3ZTY2NzJhMDQ2ODEzOWRmZDJkNGY4ZGM2YWFhYWRiNjY2ZmE4ODA4YWZlNWIyYjM3MDMyMTQ,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021518,60012,MB01WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MB01WO,191.18,158.00,70.00,8033914072384,1,8714109090,0,1,Progressive,Progressive,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2887,1782,790,85,43,,,,,,https://api.mybihr.com/medias/1021518-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhR1EwTDJnNVppODRPVFk1TVRnMk5UQTRPRE13THpFd01qRTFNVGd0TVY4NE1EQlhlRGd3TUVnfDAxZDQ4ZDZkMmZiNTQ2MWQ0OWExZjJmYTJkNWI3ZTMyZGNlODRhMmYyMThjN2ZjMzFjM2FkM2E2MmFjMGQ2YjE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021525,60008,MH03WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MH03WO,191.18,158.00,70.00,8033914072964,1,8714109090,0,1,Progressive,Progressive,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2887,1826,790,85,43,,,,,,https://api.mybihr.com/medias/1021525-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhR00zTDJnNVl5ODRPVFk1TVRnNE1EZ3hOamswTHpFd01qRTFNalV0TVY4NE1EQlhlRGd3TUVnfDYzZTJlNzgwMjk3Zjg0Y2VhNmNkMDAwNTMyNGJiOGZlY2RlMWE2YzM3MGMwNjQ3MDY2OWVmNDFmMGUwYzYyMWY,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021600,59957,MS16WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MS16WO,134.92,111.50,72.48,8033914109738,1,8714109090,0,1,"K = 0,9 kg/mm","K = 0,9 kg/mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,898,450,167,90,,,,,,https://api.mybihr.com/medias/1021600-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhRE13TDJnMU9TODRPVFk1TWpBeU5qTXdOamcyTHpFd01qRTJNREF0TVY4NE1EQlhlRGd3TUVnfDE0YmIxMzBhODczNjY4ZTU0NGM4MDlkNTc0ZTBjODllOGI1YThjM2I0MDIwYzg3NTAxOTAzNWJiMjgxOWU4YmU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021653,59923,MY27WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MY27WO,142.99,118.17,76.81,8033914134709,1,8714109090,0,1,"BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.","BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7647,912,178,457,94,,,,,,https://api.mybihr.com/medias/1021653-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA1NzZ8aW1hZ2UvanBlZ3xhREZqTDJoall5ODRPVFk1TWpFek1EVXdPVEV3THpFd01qRTJOVE10TVY4NE1EQlhlRGd3TUVnfGRhYmUyNjVjMmViZWQxMjY4N2E1ZTBkMmJiZWU1ZThlMTliYmJmYTIyMzcyMTAwODFmZmI0N2Q4NjExNjg0ODU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021663,59878,MY39WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MY39WO,134.92,111.50,68.25,8033914170288,1,8714109090,0,1,"BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.","BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7598,998,457,175,95,,,,,,https://api.mybihr.com/medias/1021663-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA2Njh8aW1hZ2UvanBlZ3xhRGhpTDJobE5TODVNREV5TlRNd056YzBNRFEyTHpFd01qRTJOak10TVY4NE1EQlhlRGd3TUVnfDQxZjk2MjI5MjNjNDU1ZmJiMDYyZjYwNzY1YTFmYzUzN2E4ODFmODJiZmMzODYwMmU3YzYwMjg5NDQzMDQ2OGE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021665,59828,MF019WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Scooter Bitubo MF019WO,191.18,158.00,70.00,8033914114343,3,8714109090,0,1,"<p><strong>Muelles de horquilla MF</strong>. ¡Obligatorios para mejorar la horquilla de tu scooter!</p><p><br>Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.</p>","
Muelles de horquilla MF. ¡Obligatorios para mejorar la horquilla de tu scooter!
Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7194,1190,455,170,93,,,,,,https://api.mybihr.com/medias/1021665-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY3MDZ8aW1hZ2UvanBlZ3xhREUwTDJnMU15ODRPVFk1TWpFMU5ERXdNakEyTHpFd01qRTJOalV0TVY4NE1EQlhlRGd3TUVnfGJiMTAzNTU1OWI5ZTYyYmUzNzQ0YjAyYWFkNmY0OGNhNGNjZTEwMGYyOGQ2NjhiYmM3YWJkMWI4NzI4MzhjYjA,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021656,59917,MY30WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MY30WO,147.49,121.89,79.23,8033914136659,1,8714109090,0,1,"K = 0,9 kg/mm","K = 0,9 kg/mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,1000,450,167,90,,,,,,https://api.mybihr.com/medias/1021656-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhRGN5TDJnelppODVNREV5TlRJNU16azNOemt3THpFd01qRTJOVFl0TVY4NE1EQlhlRGd3TUVnfDc4NjcwODU2MjY1ZjkxODI0YWE4MWYyMzNmNzg1N2VhMThiNzg4YzczZjM3Y2VkNmE3YTRlN2I1ZGM1NThiNWI,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021675,59802,MF040,BITUBO,BITUB FRK SPRING,Muelles de horquilla Scooter Bitubo MF040WO,191.18,158.00,74.00,8033914170578,2,8714109090,0,1,"<p><strong>Muelles de horquilla MF</strong>. ¡Obligatorios para mejorar la horquilla de tu scooter!</p><p><br>Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.</p>","
Muelles de horquilla MF. ¡Obligatorios para mejorar la horquilla de tu scooter!
Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7470,1841,459,175,93,,,,,,https://api.mybihr.com/medias/1021675-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA1NzZ8aW1hZ2UvanBlZ3xhR001TDJnM1pDODRPVFk1TWpFM016YzJNamcyTHpFd01qRTJOelV0TVY4NE1EQlhlRGd3TUVnfDE0YzY5NGRjM2QwNzk3MWVmOTMwMjA0Yjk3YzYzMDM3MGU2NmU5OGYwNGMwZWEzYzFmYWE4YWY1MjdhODllMjk,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021641,59970,MY13WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MY13WO,158.49,130.98,85.14,8033914079062,1,8714109090,0,1,"Linearity K = 0,9 kg/mm","Linearity K = 0,9 kg/mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,1000,450,167,90,,,,,,https://api.mybihr.com/medias/1021641-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhRGc1TDJoaFpDODVNREV5TlRJNE1qRTRNVFF5THpFd01qRTJOREV0TVY4NE1EQlhlRGd3TUVnfGZlZWVmNDkzNmVjMTM5OGI3Y2E4MzIyOTlhMzU5MDA2ZDMyMmUwYWNkN2MwZGExZDM4YzYwMjA2NjRlNDI4M2M,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021644,59968,MY16WO,BITUBO,BITUB FRK SPRING,Muelles de horquilla Road Bitubo MY16WO,147.49,121.89,79.23,8033914096854,1,8714109090,0,1,"Linearity K = 0,9 kg/mm","Linearity K = 0,9 kg/mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,1000,450,167,90,,,,,,https://api.mybihr.com/medias/1021644-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY2Nzl8aW1hZ2UvanBlZ3xhR1U0TDJnNVppODVNREV5TlRJNE5qRXhNelU0THpFd01qRTJORFF0TVY4NE1EQlhlRGd3TUVnfDA3YjE0MDI5N2JmOWEzMTA0YTg1ZWIxOGMxNjU5N2I4ZjIzZWQ0ZDI3NGIyNWEyMGRkNWI2YTM4MjVkNzFiYTk,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1043525,,Y0129XZE11,BITUBO,BITUB REAR SHOCK XZE11,BITUBO XZE11 Rear Shock Absorber,750.81,620.50,320.00,8033914149512,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,3306,450,167,90,,,Homologación TüV,,,https://api.mybihr.com/medias/1043525-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE3MDl8aW1hZ2UvanBlZ3xhRFF6TDJnNE9DODRPVGN3TWpnNE1EY3dOamcyTHpFd05ETTFNalV0TVY4NE1EQlhlRGd3TUVnfGE0YjA5MjliZWQyOGE2YzE1YmMyMzk0ODU0ZWY1ZjRjNWUxMDNmY2VkMWM3OGI2OGQzZDgwZjIzYTQzMDcyOWY,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,France Warehouse (Parts)
1043529,,K0106XZE31V2,BITUBO,BITUB REAR SHOCK XZE31,Amortiguador trasero BITUBO XZE31V2,1049.68,867.50,563.88,8033914205041,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Bitubo represents today the ideal solution for riders who want the best for their vehicle: performance, comfort, riding precision, and most of all, the quality of an excellent product that is constantly developed.</p><p> </p><ul start=""1""> <li>Black spring </li><li>Settings : hydraulic preload, rebound, levelling </li><li>Ø rod 14mm </li><li>Ø body 45mm</li></ul> </body> </html>","       Bitubo represents today the ideal solution for riders who want the best for their vehicle: performance, comfort, riding precision, and most of all, the quality of an excellent product that is constantly developed.  Black spring Settings : hydraulic preload, rebound, levelling Ø rod 14mm Ø body 45mm  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,16030,3812,552,220,132,,Negro,Homologación TüV,,,https://api.mybihr.com/medias/800Wx800H-1043529-1.jpg?context=bWFzdGVyfHJvb3R8ODUxMzR8aW1hZ2UvanBlZ3xhRGN3TDJoaVlTODFNRGsyTlRZMU1qSTBNalEyTWk4NE1EQlhlRGd3TUVoZk1UQTBNelV5T1MweExtcHdad3wyNzMxODNkMWJmMzM2MDI4MWZjYmRmZTU0ZWQ0OTlmZTNkOTI5ZTg2NzAxZTBlMDUzZmE5ODhjZDkxYjdmODIy,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1043557,,H0007WMB02V2,BITUBO,BITUB REAR SHOCK WMB02,BITUBO Legend Series WMB02 Twin Rear Shock Absorbers,488.84,404.00,202.00,8033914204709,4,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,3966,450,167,90,,,Homologación TüV,,,https://api.mybihr.com/medias/1043557-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIyNTF8aW1hZ2UvanBlZ3xhR1JoTDJnMFlpODRPVGN3TWprME1UWTFOVE0wTHpFd05ETTFOVGN0TVY4NE1EQlhlRGd3TUVnfDg0Mzg3YzhiZjk3ZTIyOWNmYmYxNWJiYmRiNGY3ODk4ODU1NThjNzNiYWE2ZjU4MzE1OWVjZmZjNmYyMzk0Yjc,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,France Warehouse (Parts)
1043593,,SC189WME02V2,BITUBO,BITUB REAR SHOCK WME02,BITUBO WME02V2 Twin Rear Shock Absorbers,557.21,460.50,220.00,8033914204372,2,8714109090,0,1,Adjustable,Adjustable,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6764,3245,450,167,90,,,Homologación TüV,,,https://api.mybihr.com/medias/1043593-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0MjI2fGltYWdlL2pwZWd8YUdFekwyZzFOQzg0T1Rjd016QXhNalF6TkRJeUx6RXdORE0xT1RNdE1WODRNREJYZURnd01FZ3w1MzQyMmI2MTI1M2U2ZmUzODQzMzA4MmM5ZGI5NTdhZmM0NmQ2MTdlNTdiYzFjZjZhOGMyOTVlMDZjZTM0OGNj,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,France Warehouse (Parts)
1115795,,MK44,BITUBO,BITUB FORK SPRINGS KIT PROGRESSIVE MK44,Kit de muelles lineales BITUBO,191.18,158.00,110.60,8033914184537,1,8714109090,0,1,"<p>El primer paso para personalizar tu moto seg&uacute;n tus necesidades y mejorar la respuesta de la parte delantera, ya sea para su uso en circuito&nbsp;o para viajar, es sustituir los muelles de la horquilla delantera.</p>

<p><strong>MUELLES LINEALES</strong></p>
<p>Los muelles lineales se recomiendan para uso en motos deportivas que requieren una respuesta uniforme en todo el recorrido del tren delantero.<br><strong>Nota:</strong> Est&aacute;n disponibles con diferentes &iacute;ndices de dureza para las diferentes necesidades de puesta a punto.</p>
<p><strong>MUELLES PROGRESIVOS</strong></p>
<p>Los muelles progresivos est&aacute;n indicados para uso en motos touring y naked, teniendo un uso amplio y variado, proporcionando confort de conducci&oacute;n - junto con estabilidad y seguridad - incluso con cargas pesadas a bordo.</p>
<p><strong>CARACTER&Iacute;STICAS T&Eacute;CNICAS</strong></p>
<p>Los muelles de horquilla Bitubo est&aacute;n fabricados en aleaci&oacute;n de acero Cr-Si, con tratamiento t&eacute;rmico y estabilizado con granallado mediante bolas de acero. Garantizan un rendimiento muy elevado a lo largo del tiempo.</p>
<p>El kit incluye el aceite espec&iacute;ficamente dedicado, diferente para las distintas aplicaciones del modelo, cuya densidad es el resultado de las experiencias adquiridas por el equipo de desarrollo de Bitubo.</p>
<p><strong>INCLUIDO EN EL PAQUETE:</strong></p>
<ul>
<li>(salvo que se indique lo contrario) Aceite FUCHS-Silkolene dedicado a las caracter&iacute;sticas del veh&iacute;culo.</li>
<li>Instrucciones de montaje &ndash;espec&iacute;ficas para cada modelo&ndash; que incluyen indicaciones del nivel de aceite o la cantidad relativa.</li>
</ul>
","
El primer paso para personalizar tu moto según tus necesidades y mejorar la respuesta de la parte delantera, ya sea para su uso en circuito o para viajar, es sustituir los muelles de la horquilla delantera.


MUELLES LINEALES

Los muelles lineales se recomiendan para uso en motos deportivas que requieren una respuesta uniforme en todo el recorrido del tren delantero.Nota: Están disponibles con diferentes índices de dureza para las diferentes necesidades de puesta a punto.

MUELLES PROGRESIVOS

Los muelles progresivos están indicados para uso en motos touring y naked, teniendo un uso amplio y variado, proporcionando confort de conducción - junto con estabilidad y seguridad - incluso con cargas pesadas a bordo.

CARACTERÍSTICAS TÉCNICAS

Los muelles de horquilla Bitubo están fabricados en aleación de acero Cr-Si, con tratamiento térmico y estabilizado con granallado mediante bolas de acero. Garantizan un rendimiento muy elevado a lo largo del tiempo.

El kit incluye el aceite específicamente dedicado, diferente para las distintas aplicaciones del modelo, cuya densidad es el resultado de las experiencias adquiridas por el equipo de desarrollo de Bitubo.

INCLUIDO EN EL PAQUETE:

(salvo que se indique lo contrario) Aceite FUCHS-Silkolene dedicado a las características del vehículo.
Instrucciones de montaje –específicas para cada modelo– que incluyen indicaciones del nivel de aceite o la cantidad relativa.

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,1,10,10,10,,,,,k=1.10,https://api.mybihr.com/medias/1115795-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzkyMjR8aW1hZ2UvanBlZ3xhRFZsTDJoa05DOHhOelV3TkRNM05EYzFNVEkyTWk4eE1URTFOemsxTFRGZk9EQXdWM2c0TURCSXwzYzgwOWFmNmI2NTkxYzczMjliYmVkMTUwY2Q4ZTQ1OWJhYzIwM2RjN2I0MTVjYzBiZTIzYWVmMzlhMGEwMzgw,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
