PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Embalaje,Picture1,AllPicturesZIP,DeliveryPlant
1009172,110845,501-79-05036,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,27.83,23.00,13.80,501-79-05036,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,100,146,88,32,,,https://api.mybihr.com/medias/1009172-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR1U1TDJoa1l5ODRPVEE0TlRVNU1qVXpOVE0wTHpFd01Ea3hOekl0TVY4NE1EQlhlRGd3TUVnfDVhNmE0Y2UzNzY0Yzc1YzAxZmU0OTBkZWU1NzU1MDQxMGQ4YmQxNGQ3MThmMDhlNGI4MWJiOTZkMjU0MmE5YzQ,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009173,110720,501-82-06023,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,33.08,27.34,16.40,501-82-06023,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6. Ultrarresistentes</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6. Ultrarresistentes",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009173-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGRrTDJnNU15ODRPVFV6TWpFMk1EY3pOelU0THpFd01Ea3hOek10TVY4NE1EQlhlRGd3TUVnfDk3OTI4MTg2MTg3MjMyZGNlZWJkMTRlYjdhZjhmMWQ0YWRjNGYzYjRjMzY2ZDkxOWYwZmRiMDVmMjVlYjE2ZWU,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009178,110772,502-00-01073,BARNETT,BARNE SPRINGS CLUTCH,Muelle de embrague de diafragma BARNETT,47.25,39.05,23.43,503-00-01073,2,7320208190,0,1,<p>De alta resistencia – Válido para uso urbano.</p>,"
De alta resistencia – Válido para uso urbano.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009178-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRFZoTDJneU5pODRPVE00TXprd016VTFPVGs0THpFd01Ea3hOemd0TVY4NE1EQlhlRGd3TUVnfDFhN2Q4YmM2M2RkMTA0OThjN2E4OTE5ODgzYTA4OWZmZjg1ZDFkMThjNDJhMmUwNjU0YWM0ZWVjYmNkMGY5NWI,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009041,122816,321-35-01023,BARNETT,BARNE BASKET CLUTCH,Campana de embrague BARNETT - Honda CRF250R (10-16),383.49,316.93,190.16,321-35-01023,1,8483608090,0,1,"<p justify>Nuestras campanas de embrague se fabrican mediante mecanizado CNC, a partir de tocho de aluminio, y poseen inserciones patentadas de acero inoxidable para prevenir las vibraciones de la campana. Conductos mecanizados para mejorar el flujo del aceite, que permiten un mayor enfriamiento y una mayor vida útil del embrague. Tornillos de grado 8 de calidad incluidos, así como disco de apoyo cuando se da el caso.</p><h3 justify>Características:</h3><ul><li justify>Tapa de aluminio mecanizado CNC</li><li justify>Inserciones Barnett de acero inoxidable de última generación: 50% más duraderas que la generación anterior</li><li justify>Previene las vibraciones</li><li justify>Conductos de aceite mecanizados: flujo constante para mayor enfriamiento</li><li justify>Alarga la vida del embrague.</li><li justify>Embrague más suave, con más vida útil, incluso en circunstancias difíciles.</li></ul>","
Nuestras campanas de embrague se fabrican mediante mecanizado CNC, a partir de tocho de aluminio, y poseen inserciones patentadas de acero inoxidable para prevenir las vibraciones de la campana. Conductos mecanizados para mejorar el flujo del aceite, que permiten un mayor enfriamiento y una mayor vida útil del embrague. Tornillos de grado 8 de calidad incluidos, así como disco de apoyo cuando se da el caso.Características:Tapa de aluminio mecanizado CNCInserciones Barnett de acero inoxidable de última generación: 50% más duraderas que la generación anteriorPreviene las vibracionesConductos de aceite mecanizados: flujo constante para mayor enfriamientoAlarga la vida del embrague.Embrague más suave, con más vida útil, incluso en circunstancias difíciles.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2491,682,173,180,80,,,https://api.mybihr.com/medias/1009041-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxNDF8aW1hZ2UvanBlZ3xhRFV4TDJnMU9TODRPVFV6TWpZek9EZ3lNamN3THpFd01Ea3dOREV0TVY4NE1EQlhlRGd3TUVnfGMxMDFiNTBmYzNkNjAzMzMxMWMwNWIyOGY4YzIyZjNjN2M5YjM4OTQwZGZhMzM2OWI4ZmY3OTI1NGQxMjczMDQ,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009044,122819,321-35-01045,BARNETT,BARNE BASKET CLUTCH,Campana de embrague BARNETT - Honda CRF450R (13-16),381.49,315.28,189.17,321-35-01045,2,8483608090,0,1,"<p justify>Nuestras campanas de embrague se fabrican mediante mecanizado CNC, a partir de tocho de aluminio, y poseen inserciones patentadas de acero inoxidable para prevenir las vibraciones de la campana. Conductos mecanizados para mejorar el flujo del aceite, que permiten un mayor enfriamiento y una mayor vida útil del embrague. Tornillos de grado 8 de calidad incluidos, así como disco de apoyo cuando se da el caso.</p><h3 justify>Características:</h3><ul><li justify>Tapa de aluminio mecanizado CNC</li><li justify>Inserciones Barnett de acero inoxidable de última generación: 50% más duraderas que la generación anterior</li><li justify>Previene las vibraciones</li><li justify>Conductos de aceite mecanizados: flujo constante para mayor enfriamiento</li><li justify>Alarga la vida del embrague.</li><li justify>Embrague más suave, con más vida útil, incluso en circunstancias difíciles.</li></ul>","
Nuestras campanas de embrague se fabrican mediante mecanizado CNC, a partir de tocho de aluminio, y poseen inserciones patentadas de acero inoxidable para prevenir las vibraciones de la campana. Conductos mecanizados para mejorar el flujo del aceite, que permiten un mayor enfriamiento y una mayor vida útil del embrague. Tornillos de grado 8 de calidad incluidos, así como disco de apoyo cuando se da el caso.Características:Tapa de aluminio mecanizado CNCInserciones Barnett de acero inoxidable de última generación: 50% más duraderas que la generación anteriorPreviene las vibracionesConductos de aceite mecanizados: flujo constante para mayor enfriamientoAlarga la vida del embrague.Embrague más suave, con más vida útil, incluso en circunstancias difíciles.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2571,826,179,169,85,,,https://api.mybihr.com/medias/1009044-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxNDF8aW1hZ2UvanBlZ3xhRE0zTDJnME5pODRPVE0wT0RrNU16RTRPREUwTHpFd01Ea3dORFF0TVY4NE1EQlhlRGd3TUVnfDg2ODU3ODhjYmVlYmYyYzkxMzk4NWE2MmY0MmQ0NzY3OTVjYjM3NDZlYzQ3MDA2MzBlYjZmYzZjNGI0NzQyZTY,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009182,110793,502-00-01094,BARNETT,BARNE SPRINGS CLUTCH,Muelle de embrague de diafragma BARNETT,33.08,27.34,16.40,502-00-01094,0,7320208190,0,1,<p justify>Lote de 2. Ultrarresistentes</p>,"
Lote de 2. Ultrarresistentes",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,154,60,151,113,9,,,https://api.mybihr.com/medias/800Wx800H-1009182-1.jpg?context=bWFzdGVyfHJvb3R8MjA2NTl8aW1hZ2UvanBlZ3xhRFJtTDJoaU1DOHpNakV4TlRZNU5EY3pNVEk1TkM4NE1EQlhlRGd3TUVoZk1UQXdPVEU0TWkweExtcHdad3xkN2Q3NzE2YTRiMmEwNTdhMWE4MDAwZjEzOTdjMzVkOGI5OTk2YzY0OGY4ZTNhNmZkMGM2NTExN2Q3MTFiMTYx,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009183,110788,505-44-06090,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,44.49,36.77,22.06,505-44-06090,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,675,150,146,110,42,,,https://api.mybihr.com/medias/1009183-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGcyTDJnelpDODRPVEkyTnpBMU1UZzRPRGswTHpFd01Ea3hPRE10TVY4NE1EQlhlRGd3TUVnfDkyNjU5NDdiMmZmMzFkZjAyZDA2YTBiZjJmOGEwNDkyMzNkYTI5NTQ5YjNkN2NiMDVmOTdkMGQwZWQ4NDkxNjk,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009121,110714,501-40-05017,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,28.88,23.87,14.32,501-40-05017,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009121-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR0UyTDJnek15ODVNREV5TkRVeU9EZzBOVEV3THpFd01Ea3hNakV0TVY4NE1EQlhlRGd3TUVnfDgwOTA2YjY3Yzg4YmRlMGRhNTc1ZjBkOWZiM2IxYzE2ZGQzNzBhZTRjMGU5NzQ3ZTkwMmEyMDM0MWQyZTc4OTQ,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009132,110877,501-43-06024,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,38.99,32.22,19.33,501-43-06024,6,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,792,120,213,93,40,,,https://api.mybihr.com/medias/1009132-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGt3TDJnMVl5ODRPVEE0TkRBMU9UWTBPRE13THpFd01Ea3hNekl0TVY4NE1EQlhlRGd3TUVnfGI3MGRiYzQ1YTI0YmE4ZGIxMmRlOGEwYWRlNWMyZmY0M2MyNDhkYTk5YWI3YWE2NGRkM2E4MzAwMzY2NjBhMDM,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009133,110700,501-44-04002,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,22.58,18.66,11.20,501-44-04002,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 4</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,80,146,88,32,,,https://api.mybihr.com/medias/1009133-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRE14TDJnMllpODRPVE0wT1RBNU16UTFPREl5THpFd01Ea3hNek10TVY4NE1EQlhlRGd3TUVnfDQyYzJiNDYzODA4MzEyMGI1ZmEyNjZhZWRjZDI0NjE3YTRiZGU5NWRhM2EyZDg2ZjZjZmE2Y2ZmM2JhZTk2ZDg,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009140,110865,501-45-06087,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,33.08,27.34,16.40,501-45-06087,2,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009140-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhREkwTDJoa05DODRPVEF3T1RFek5qSTNNVFkyTHpFd01Ea3hOREF0TVY4NE1EQlhlRGd3TUVnfGNjN2VhMGFjNDg4MDZkNzRhM2EwZTFjODkwOTE0OWYxMzQ2MDQ1YWQwNWRlNTg3ZmQzZjkxMjkwMzU2NWJhNzg,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009141,110970,501-45-06140,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,38.49,31.81,19.09,501-45-06140,1,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009141-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg2OTB8aW1hZ2UvanBlZ3xhR00xTDJneU1pODRPVEkwTlRVd05ETXdOelV3THpFd01Ea3hOREV0TVY4NE1EQlhlRGd3TUVnfGZkZmIwNzEwMzhkMjA1MzIwNWQ2ZWQ4MzI4YWQwZjk4MzBhMzRhZmI2NGRmZGQ0ZTNiOGQ2MzUyMGNmYjE3MzM,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009144,110786,501-47-06044,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,33.08,27.34,16.40,501-47-06044,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009144-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhREkxTDJneVpTODRPVEl6T0RjM01UYzVOREl5THpFd01Ea3hORFF0TVY4NE1EQlhlRGd3TUVnfDc3N2ZkMWY1MWUxNTAyNWQxMTYwZThhOWIwYjdkMWNhNGE4NGU4MjYxNTE2ZjM2ZDM2NDk5YWI0M2VmNTU0NmE,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009107,110863,501-30-05003,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,27.83,23.00,13.80,501-30-05003,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,80,146,88,32,,,https://api.mybihr.com/medias/1009107-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRFV6TDJneU15ODRPVFV5T1RNNE5USTROems0THpFd01Ea3hNRGN0TVY4NE1EQlhlRGd3TUVnfDk5ZTE5NTZlYjNjZmY1NGRhNzE2YTM1OThhM2QwNzMyNWVlNGQ4YWU4OTA4ZWU1NDUyMDE0NGJkOTJiMDU3NmI,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009129,110927,501-42-05111,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,32.49,26.85,16.11,501-42-05111,1,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,90,146,88,32,,,https://api.mybihr.com/medias/1009129-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNTF8aW1hZ2UvanBlZ3xhREl4TDJnMU1TODRPVEF4TnpVek56azROamcyTHpFd01Ea3hNamt0TVY4NE1EQlhlRGd3TUVnfDVkNjUwYTM4ODI3YWYyNzI1NWY0NjU3YjhiY2Y2ZjU1MGRlOTM3YWVlMTUwYTdkNGFiZDJkOGFlOWI0YzVkNWU,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009137,110748,501-45-04050,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,24.99,20.65,12.39,501-45-04050,1,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 4</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009137-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGd5TDJneU5TODRPVFV5TnpFNE1UWXpPVGs0THpFd01Ea3hNemN0TVY4NE1EQlhlRGd3TUVnfDZkNzJkNjVjNWZhZGQxMzA5NGRiZTQxNDJiNTA5OWQ4NThhMDViMjQxNDAxMjVjZjc3NzNmNDcyYmU1OTRhZmE,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009138,110730,501-45-05050,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,24.16,19.97,11.98,501-45-05050,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,116,146,88,32,,,https://api.mybihr.com/medias/1009138-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGs1TDJoaFppODRPVE0wTnpreE56QTROekF5THpFd01Ea3hNemd0TVY4NE1EQlhlRGd3TUVnfDY3MjdlYzg3MTAzMTQ4YjIxMDZmMTI3NzNlYmQwMDNhYjc0MzhjOTllNDE1ZTA4MDNmNTE0MDQxOTdmYTQ3YWU,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009145,110465,501-48-04129,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,37.28,30.81,18.49,501-48-04129,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 4</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,760,147,214,96,37,,,https://api.mybihr.com/medias/1009145-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNTF8aW1hZ2UvanBlZ3xhRFE1TDJnME9DODRPVFV6TXpVeU9EZ3dNVFU0THpFd01Ea3hORFV0TVY4NE1EQlhlRGd3TUVnfGU4ZjU5ZWY5OGQyMThmMzhlNDQ2NTFhOWJjNjMzZGJhOTdhZTZmMGE3YWMxM2M1NGUzNGVmZjE2ZWVjZmZhYWM,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009149,110766,501-55-06066,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,37.99,31.40,18.84,501-55-06066,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 6</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,550,112,121,101,45,,,https://api.mybihr.com/medias/1009149-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhR016TDJoak1TODRPVEkyTkRnMU1EVXpORGN3THpFd01Ea3hORGt0TVY4NE1EQlhlRGd3TUVnfDdiMWQ1MWFkMmZhMjVmNDMwNWM1YzFlMzExYWNiMDE0M2FlYTI4OWUwNzQ2ZGQzOTdlNTkzOTgyN2EyYzUzZDY,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
1009153,110918,501-58-05037,BARNETT,BARNE SPRINGS CLUTCH,Kit de muelles de embrague BARNETT,27.83,23.00,13.80,501-58-05037,0,7320208190,0,1,"<p justify>Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.<br><br></p><ul><li justify>Lote de 5</li></ul>","
Los muelle de embrague Barnett están hechos de silicio de cromo. Tratados térmicamente, granallados y prejaustados. Estos muelles ultrarresistentes poseen una presión un 10-25% superior a los OEM, lo que hace que tenga mayor vida útil.Lote de 5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,411,105,146,88,32,,,https://api.mybihr.com/medias/1009153-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4MTF8aW1hZ2UvanBlZ3xhRGs0TDJnNE1pODRPVE00TkRrMk16a3pNalEyTHpFd01Ea3hOVE10TVY4NE1EQlhlRGd3TUVnfGVjN2JkYTVmZWMxMTU3YWJiNTAxMTE5YjdjNWMzMTlkNTZlODU0ZWVjN2M3MTYzMWYwMGQ1MTk1ZTRkNDQzM2M,https://static.bihr.pro/eBihr/Pictures/BARNETT-pictures.zip,Spain Warehouse (Parts)
